"Org","Gene_Locus","KO_Nbr","Gene_Name","Gene_Function","E_Score","P_Score","Organism"
"ppe","PEPE_0001","K02313","dnaA","chromosomal replication initiator protein","0.5800","0.2130","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0002","K02338","DPO3B, dnaN","DNA polymerase III subunit beta","0.8789","0.9703","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0004","K03629","recF","DNA replication and repair protein RecF","0.0047","0.0420","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0007","K02990","RP-S6, MRPS6, rpsF","small subunit ribosomal protein S6","0.5030","0.5709","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0008","K03111","ssb","single-strand DNA-binding protein","0.4028","0.5247","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0009","K02963","RP-S18, MRPS18, rpsR","small subunit ribosomal protein S18","0.4440","0.5564","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0011","K02939","RP-L9, MRPL9, rplI","large subunit ribosomal protein L9","0.0090","0.3152","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0012","K02314","dnaB","replicative DNA helicase","0.6807","0.7836","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0016","K19350","lsa","lincosamide and streptogramin A transport system ATP-binding/permease protein","0.0000 ","0.0077","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0023","K02761","PTS-Cel-EIIC, celB, chbC","PTS system, cellobiose-specific IIC component","0.0000 ","0.0002","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0026","K00059","fabG","3-oxoacyl-[acyl-carrier protein] reductase","0.7026","0.4376","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0040","K01126","E3.1.4.46, glpQ, ugpQ","glycerophosphoryl diester phosphodiesterase","0.0000 ","0.0333","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0055","K17836","penP","beta-lactamase class A","0.0000 ","0.0000 ","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0062","K03070","secA","preprotein translocase subunit SecA","0.3906","0.4886","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0063","K03076","secY","preprotein translocase subunit SecY","0.6601","0.6114","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0073","K00034","gdh","glucose 1-dehydrogenase","0.0000 ","0.0361","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0077","K02777","PTS-Glc-EIIA, crr","PTS system, sugar-specific IIA component","0.0192","0.0150","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0079","K02756","PTS-Bgl-EIIB, bglF, bglP","PTS system, beta-glucoside-specific IIB component","0.0000 ","0.0023","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0084","K07707","agrA, blpR, fsrA","two-component system, LytTR family, response regulator AgrA","0.0000 ","0.0002","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0085","K20344","blpA, lagD","ATP-binding cassette, subfamily C, bacteriocin exporter","0.0000 ","0.0004","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0091","K02761","PTS-Cel-EIIC, celB, chbC","PTS system, cellobiose-specific IIC component","0.0000 ","0.0002","Pediococcus pentosaceus ATCC 25745"
"ppe","PEPE_0106","K01223","E3.2.1.86B, bglA","6-phospho-beta-glucosidase","0.0000 ","0.0004","Pediococcus pentosaceus ATCC 25745"
